id,predicted_price
54645,39895.543
54646,36679.453
54647,39890.715
54648,38201.156
54649,38887.074
54650,35866.684
54651,43104.383
54652,39240.625
54653,38655.605
54654,39769.973
54655,37060.945
54656,36373.47
54657,37550.555
54658,39113.61
54659,39407.67
54660,39975.105
54661,37064.184
54662,38620.824
54663,38575.17
54664,37992.945
54665,38609.87
54666,39289.418
54667,38200.21
54668,38187.83
54669,38462.492
54670,38291.324
54671,39576.79
54672,36704.793
54673,38814.35
54674,39177.508
54675,36503.883
54676,37882.32
54677,37667.312
54678,40866.562
54679,38417.707
54680,38758.617
54681,36915.18
54682,40282.84
54683,38071.906
54684,35984.04
54685,40908.88
54686,39459.133
54687,37287.54
54688,36739.605
54689,38167.57
54690,36513.562
54691,37660.625
54692,37144.266
54693,39111.19
54694,39143.24
54695,38754.348
54696,39193.64
54697,39853.305
54698,37185.938
54699,38159.863
54700,36370.6
54701,38946.17
54702,38763.637
54703,38570.277
54704,38888.848
54705,33927.938
54706,39393.062
54707,37720.92
54708,39269.367
54709,37255.457
54710,36473.47
54711,38863.24
54712,38056.64
54713,37291.227
54714,38962.555
54715,36948.555
54716,37202.094
54717,36119.43
54718,35354.883
54719,37236.79
54720,39489.188
54721,38425.164
54722,38438.203
54723,38864.53
54724,39221.89
54725,37861.85
54726,41857.746
54727,38729.027
54728,36269.95
54729,38338.92
54730,39206.43
54731,40906.69
54732,34547.695
54733,37568.35
54734,36122.633
54735,37620.92
54736,39613.266
54737,36273.535
54738,37533.617
54739,37033.176
54740,38524.812
54741,39645.37
54742,39502.977
54743,28330.77
54744,36081.645
54745,39091.24
54746,39121.84
54747,39218.37
54748,35745.95
54749,37669.176
54750,39495.14
54751,37885.934
54752,38486.34
54753,38256.86
54754,38763.316
54755,37494.59
54756,35978.42
54757,39282.91
54758,37963.965
54759,38014.707
54760,36411.516
54761,39198.754
54762,33676.48
54763,37239.434
54764,38634.625
54765,38252.46
54766,38026.023
54767,37676.105
54768,39285.457
54769,34315.215
54770,39945.816
54771,39006.266
54772,38271.445
54773,35091.47
54774,40380.082
54775,39444.64
54776,38798.133
54777,36612.19
54778,37072.203
54779,38424.516
54780,37577.72
54781,34582.215
54782,36642.344
54783,38538.246
54784,38214.53
54785,39855.8
54786,38741.797
54787,37400.89
54788,37899.742
54789,36611.504
54790,39048.375
54791,38503.656
54792,37365.695
54793,37761.77
54794,36407.242
54795,38982.75
54796,38956.195
54797,34319.15
54798,39422.906
54799,38522.027
54800,39702.652
54801,38515.6
54802,36479.688
54803,39644.242
54804,42354.957
54805,37230.062
54806,37590.273
54807,37805.117
54808,39561.535
54809,40099.273
54810,39800.34
54811,38595.902
54812,34566.293
54813,38220.008
54814,38665.473
54815,37474.656
54816,24883.322
54817,38504.67
54818,39683.176
54819,37515.53
54820,38365.207
54821,38059.125
54822,37086.79
54823,39904.887
54824,38692.977
54825,39338.53
54826,38739.61
54827,41407.223
54828,36573.543
54829,37498.266
54830,37673.61
54831,38249.414
54832,39721.703
54833,35959.438
54834,38802.242
54835,37039.117
54836,36085.84
54837,37467.11
54838,38099.17
54839,36409.96
54840,39808.81
54841,38339.477
54842,35685.465
54843,39017.703
54844,40651.973
54845,39953.312
54846,37483.92
54847,37553.406
54848,38068.547
54849,36997.957
54850,38658.797
54851,39483.08
54852,37190.383
54853,38221.953
54854,38971.27
54855,38749.273
54856,37919.68
54857,37264.84
54858,38655.406
54859,34950.68
54860,39069.656
54861,37640.75
54862,37811.344
54863,42326.496
54864,39430.477
54865,39459.86
54866,37069.406
54867,38536.117
54868,39349.14
54869,36632.46
54870,38622.34
54871,40306.613
54872,38620.34
54873,45510.785
54874,38627.04
54875,37603.105
54876,35465.02
54877,38738.992
54878,38696.184
54879,39864.645
54880,39741.367
54881,38783.54
54882,39558.22
54883,35354.227
54884,36907.055
54885,39988.62
54886,37419.473
54887,35808.293
54888,37612.105
54889,38759.383
54890,39652.164
54891,38400.89
54892,39181.418
54893,38799.11
54894,38568.25
54895,37700.49
54896,35400.734
54897,36622.273
54898,38416.1
54899,38511.9
54900,38360.46
54901,38977.53
54902,38594.555
54903,38591.46
54904,39114.027
54905,39187.258
54906,39343.14
54907,37001.81
54908,40391.14
54909,40593.07
54910,37518.742
54911,37362.816
54912,38295.14
54913,37648.234
54914,37121.96
54915,35434.09
54916,35676.652
54917,38407.137
54918,35097.266
54919,37278.117
54920,38265.32
54921,38410.613
54922,38274.188
54923,38931.973
54924,36419.07
54925,40406.47
54926,38284.863
54927,38221.883
54928,39608.668
54929,36885.836
54930,39274.203
54931,39140.773
54932,39135.562
54933,37248.71
54934,36896.08
54935,38053.945
54936,39368.797
54937,39620.105
54938,39956.695
54939,35823.934
54940,38785.07
54941,35449.8
54942,36843.89
54943,38817.31
54944,38919.004
54945,38683.133
54946,36684.59
54947,38989.273
54948,39396.793
54949,39177.945
54950,37953.04
54951,38657.9
54952,34374.85
54953,38246.727
54954,34958.82
54955,39293.46
54956,39153.504
54957,37958.945
54958,38465.445
54959,37721.54
54960,38004.453
54961,37226.258
54962,36030.062
54963,38583.6
54964,38870.805
54965,39409.242
54966,40071.51
54967,38653.03
54968,38805.383
54969,39252.188
54970,39330.562
54971,39199.78
54972,38644.16
54973,38138.664
54974,31569.156
54975,40961.047
54976,39795.727
54977,39208.133
54978,39625.1
54979,37866.008
54980,39743.64
54981,37683.527
54982,37576.867
54983,36850.848
54984,38649.832
54985,39010.45
54986,38244.465
54987,39961.203
54988,38391.234
54989,37856.688
54990,36408.1
54991,38715.164
54992,36974.42
54993,37262.707
54994,38586.758
54995,40918.812
54996,40448.223
54997,38252.082
54998,39116.707
54999,37293.15
55000,39791.156
55001,37517.32
55002,39237.04
55003,37292.4
55004,37296.098
55005,35110.812
55006,38497.688
55007,36650.426
55008,39099.137
55009,38193.195
55010,37882.562
55011,37863.83
55012,37950.035
55013,37804.332
55014,39266.49
55015,34553.04
55016,38469.203
55017,37434.57
55018,38922.062
55019,35921.594
55020,37789.535
55021,35645.035
55022,39339.008
55023,39288.574
55024,38778.97
55025,39267.582
55026,37473.89
55027,38736.99
55028,38719.938
55029,38340.54
55030,37978.145
55031,38934.438
55032,36625.816
55033,38170.14
55034,36658.08
55035,36288.44
55036,37987.418
55037,39459.89
55038,38752.375
55039,37648.258
55040,38654.75
55041,38691.3
55042,38758.336
55043,38706.39
55044,34515.87
55045,38311.61
55046,37070.41
55047,38886.33
55048,39502.484
55049,32951.395
55050,40093.016
55051,35837.855
55052,38813.867
55053,38064.562
55054,37502.688
55055,37161.707
55056,38947.9
55057,38094.473
55058,39336.914
55059,40084.797
55060,39387.645
55061,38321.195
55062,38549.062
55063,38808.02
55064,39484.887
55065,38901.586
55066,39019.984
55067,39190.453
55068,38064.656
55069,40125.754
55070,38822.227
55071,38777.305
55072,40284.875
55073,38872.33
55074,39601.36
55075,41454.35
55076,36404.58
55077,38140.53
55078,37798.152
55079,38198.04
55080,38247.953
55081,38242.957
55082,38278.293
55083,40179.965
55084,38966.08
55085,36622.676
55086,39032.61
55087,38216.676
55088,39578.37
55089,37598.35
55090,39523.33
55091,40179.57
55092,37886.38
55093,35543.97
55094,38576.16
55095,35665.688
55096,38260.68
55097,38884.477
55098,37462.46
55099,39000.047
55100,36467.598
55101,38970.43
55102,38545.742
55103,38050.023
55104,39802.996
55105,37953.203
55106,36708.754
55107,35931.664
55108,39571.035
55109,37341.95
55110,38939.695
55111,32317.848
55112,41512.047
55113,38847.28
55114,38480.438
55115,39234.24
55116,39398.29
55117,42141.773
55118,38823.477
55119,37951.074
55120,38443.75
55121,39149.24
55122,38126.094
55123,37559.586
55124,38306.12
55125,39218.625
55126,38729.15
55127,39170.086
55128,38901.836
55129,38395.484
55130,35762.92
55131,38573.21
55132,39834.79
55133,36795.11
55134,39242.39
55135,36834.953
55136,38004.42
55137,37999.414
55138,35895.695
55139,38881.957
55140,36496.434
55141,36782.008
55142,38021.266
55143,39892.176
55144,38094.85
55145,38156.72
55146,37074.574
55147,38612.547
55148,38813.61
55149,38999.47
55150,37283.973
55151,35921.066
55152,37943.99
55153,39458.668
55154,38701.293
55155,38723.945
55156,37678.25
55157,42797.28
55158,38886.902
55159,40034.547
55160,36653.176
55161,38414.074
55162,39224.984
55163,39801.363
55164,38620.664
55165,39709.36
55166,36916.008
55167,37052.258
55168,38789.46
55169,39361.63
55170,39300.527
55171,34916.14
55172,39513.605
55173,41469.34
55174,37304.113
55175,37011.29
55176,37518.188
55177,39806.547
55178,35843.04
55179,39408.254
55180,40031.883
55181,36930.28
55182,39186.32
55183,38912.42
55184,38515.42
55185,38179.72
55186,36553.555
55187,36159.99
55188,38852.926
55189,37571.1
55190,38091.69
55191,38245.633
55192,38972.79
55193,35807.48
55194,37640.85
55195,38154.305
55196,38905.305
55197,39353.31
55198,41206.105
55199,39041.164
55200,36126.41
55201,41962.293
55202,38391.85
55203,40176.35
55204,39312.895
55205,40126.67
55206,38770.91
55207,38564.176
55208,36079.07
55209,37130.453
55210,38336.133
55211,38486.605
55212,40094.727
55213,37702.53
55214,40049.78
55215,39864.547
55216,38854.605
55217,38217.074
55218,39139.97
55219,38044.88
55220,43671.805
55221,37705.555
55222,38327.645
55223,37212.543
55224,38975.113
55225,37525.9
55226,37264.47
55227,39449.953
55228,38322.43
55229,36083.52
55230,36706.973
55231,37104.105
55232,34531.508
55233,37215.312
55234,38649.594
55235,39490.387
55236,36950.12
55237,38348.457
55238,38151.734
55239,38548.0
55240,36318.652
55241,43217.273
55242,39001.094
55243,39310.65
55244,35904.2
55245,39021.246
55246,38939.23
55247,37811.926
55248,39661.836
55249,38849.652
55250,39368.453
55251,38584.742
55252,38484.258
55253,33888.086
55254,37255.95
55255,38068.93
55256,36446.79
55257,35794.19
55258,40011.89
55259,38155.22
55260,39487.613
55261,39052.45
55262,38163.695
55263,38738.02
55264,39403.582
55265,38849.906
55266,37389.125
55267,38549.32
55268,37325.69
55269,36281.227
55270,33675.137
55271,38350.89
55272,34059.9
55273,39930.766
55274,37158.258
55275,39507.145
55276,37732.594
55277,38336.08
55278,41055.59
55279,32711.48
55280,39522.71
55281,39079.2
55282,38253.92
55283,39087.418
55284,37607.047
55285,36936.96
55286,38677.61
55287,35498.594
55288,37248.78
55289,39470.656
55290,38714.125
55291,36914.715
55292,35452.016
55293,38877.414
55294,38771.992
55295,36678.434
55296,37980.242
55297,38889.188
55298,39457.336
55299,39152.37
55300,38907.39
55301,39949.85
55302,39434.555
55303,39401.52
55304,40275.457
55305,39300.906
55306,35439.445
55307,38956.195
55308,42592.07
55309,38806.47
55310,38313.867
55311,37693.555
55312,37700.953
55313,37976.707
55314,39737.484
55315,38976.586
55316,35191.24
55317,39123.12
55318,46185.273
55319,34464.742
55320,38315.242
55321,36855.81
55322,39508.023
55323,38767.336
55324,39797.87
55325,41034.04
55326,40828.04
55327,38975.9
55328,38888.96
55329,39004.492
55330,41007.1
55331,39537.562
55332,38507.008
55333,37518.832
55334,38744.734
55335,39365.566
55336,38213.336
55337,37396.926
55338,38552.14
55339,38764.973
55340,38176.74
55341,39623.43
55342,34539.11
55343,39015.92
55344,37222.29
55345,35366.582
55346,38563.195
55347,39014.477
55348,38003.93
55349,39489.504
55350,39748.46
55351,38235.742
55352,41321.023
55353,38960.824
55354,38927.086
55355,39283.17
55356,39211.273
55357,41337.832
55358,38078.805
55359,36684.332
55360,38758.355
55361,39195.945
55362,38690.812
55363,39364.543
55364,37656.984
55365,38104.816
55366,37930.75
55367,36911.137
55368,33655.67
55369,37108.96
55370,38679.703
55371,38755.45
55372,38716.906
55373,40198.86
55374,37181.57
55375,39427.668
55376,38761.188
55377,38437.984
55378,35150.164
55379,35733.242
55380,40172.793
55381,36583.086
55382,38567.297
55383,39754.21
55384,40138.43
55385,39023.586
55386,36147.1
55387,38943.113
55388,39485.777
55389,38608.2
55390,38154.773
55391,38828.316
55392,39932.484
55393,39334.53
55394,37577.062
55395,34547.023
55396,39177.57
55397,38453.42
55398,33445.684
55399,39206.758
55400,38008.14
55401,37273.824
55402,38146.207
55403,37612.63
55404,38227.59
55405,37084.305
55406,40941.25
55407,40032.742
55408,34330.312
55409,38132.125
55410,39575.51
55411,38071.836
55412,38163.773
55413,38962.312
55414,37904.06
55415,39337.117
55416,39053.203
55417,36607.746
55418,38566.79
55419,38924.055
55420,40132.43
55421,32544.682
55422,39434.28
55423,38894.977
55424,38458.684
55425,39241.742
55426,39838.75
55427,38045.117
55428,38716.65
55429,38877.47
55430,38818.63
55431,36539.83
55432,38770.082
55433,36338.785
55434,39291.562
55435,43071.414
55436,37374.06
55437,37650.14
55438,39385.766
55439,38830.844
55440,39020.35
55441,37776.605
55442,39920.133
55443,37362.645
55444,39281.625
55445,37639.547
55446,35376.004
55447,41153.566
55448,36523.19
55449,39653.85
55450,39082.453
55451,38771.598
55452,38431.805
55453,39036.016
55454,38343.617
55455,39129.25
55456,35255.44
55457,36552.062
55458,39465.582
55459,36917.734
55460,37913.68
55461,39331.727
55462,32890.26
55463,39071.605
55464,34747.22
55465,38453.258
55466,38296.54
55467,39009.68
55468,36625.14
55469,38304.426
55470,40756.56
55471,36869.43
55472,39701.055
55473,37499.664
55474,39541.516
55475,38713.145
55476,37019.883
55477,36251.383
55478,39269.35
55479,38823.277
55480,38738.7
55481,39055.06
55482,38241.945
55483,38533.78
55484,38345.965
55485,37723.203
55486,38313.266
55487,39301.06
55488,31777.31
55489,39252.773
55490,37393.54
55491,39084.82
55492,38499.945
55493,38225.656
55494,38555.36
55495,39207.82
55496,39515.375
55497,37778.836
55498,39398.297
55499,40030.805
55500,36982.164
55501,39863.91
55502,39546.008
55503,38356.55
55504,40021.508
55505,38362.758
55506,40457.285
55507,37475.25
55508,38252.945
55509,38085.223
55510,38602.04
55511,37811.63
55512,37406.58
55513,37187.93
55514,38966.176
55515,39082.11
55516,36978.754
55517,37418.36
55518,39975.49
55519,39533.47
55520,38621.727
55521,38848.39
55522,37754.8
55523,37681.516
55524,33982.14
55525,38201.59
55526,38267.09
55527,37180.57
55528,43817.29
55529,39170.36
55530,36098.434
55531,39294.473
55532,38639.902
55533,36935.766
55534,36551.75
55535,38105.367
55536,38518.047
55537,39165.066
55538,37158.418
55539,37523.773
55540,37512.727
55541,39079.766
55542,44527.76
55543,36148.094
55544,41207.395
55545,39221.477
55546,39394.676
55547,39180.67
55548,35256.574
55549,36507.188
55550,38294.773
55551,39873.48
55552,37930.266
55553,39756.453
55554,38488.824
55555,38401.527
55556,39498.46
55557,35443.156
55558,38844.61
55559,39095.93
55560,45529.01
55561,38223.203
55562,37755.664
55563,39206.65
55564,39180.523
55565,38871.082
55566,38101.156
55567,38068.64
55568,37373.7
55569,39090.67
55570,37641.094
55571,38564.406
55572,37864.65
55573,38788.805
55574,36585.082
55575,39082.95
55576,38043.832
55577,38310.305
55578,32895.305
55579,38419.08
55580,37898.58
55581,39375.125
55582,34441.43
55583,37093.875
55584,37163.797
55585,33550.37
55586,39536.695
55587,38625.664
55588,39969.234
55589,39782.406
55590,38866.15
55591,38465.855
55592,38553.61
55593,38091.457
55594,38580.133
55595,38419.81
55596,36673.13
55597,40235.6
55598,39551.83
55599,39042.87
55600,37766.223
55601,37156.72
55602,36821.21
55603,39103.785
55604,37593.918
55605,38918.258
55606,38849.465
55607,39285.758
55608,38038.18
55609,35372.297
55610,37177.832
55611,37367.484
55612,35048.527
55613,37487.98
55614,39856.426
55615,39742.484
55616,39096.46
55617,39122.945
55618,37855.1
55619,37178.188
55620,36915.43
55621,37071.105
55622,37834.473
55623,37182.742
55624,35019.406
55625,36757.49
55626,37986.86
55627,38510.082
55628,38484.52
55629,38778.188
55630,38185.72
55631,39733.973
55632,38921.21
55633,38868.74
55634,38585.387
55635,38223.53
55636,36041.28
55637,38513.703
55638,41800.62
55639,40089.094
55640,40614.13
55641,37705.332
55642,37830.727
55643,38162.414
55644,38912.508
55645,39825.832
55646,38270.953
55647,38682.35
55648,38280.703
55649,36790.57
55650,38980.234
55651,43965.36
55652,39819.535
55653,39405.94
55654,39035.04
55655,39029.68
55656,34999.8
55657,37188.195
55658,36515.797
55659,38108.316
55660,37344.527
55661,42147.594
55662,34895.64
55663,39266.723
55664,36955.395
55665,40516.58
55666,38606.727
55667,39484.777
55668,37649.664
55669,39332.59
55670,38838.887
55671,39831.867
55672,36971.566
55673,38448.902
55674,36792.7
55675,40435.875
55676,34748.863
55677,39668.812
55678,38893.227
55679,35251.25
55680,37745.11
55681,39295.195
55682,38203.8
55683,37948.17
55684,38526.32
55685,38450.938
55686,37694.72
55687,37203.934
55688,36718.336
55689,37148.086
55690,39028.445
55691,36564.91
55692,38600.36
55693,38269.96
55694,39480.164
55695,36257.367
55696,37277.18
55697,38981.03
55698,38503.742
55699,35105.164
55700,39395.438
55701,38899.28
55702,39290.152
55703,37361.305
55704,37621.332
55705,39941.062
55706,38052.164
55707,39596.156
55708,38035.72
55709,39118.348
55710,38517.773
55711,38480.773
55712,39250.07
55713,39455.5
55714,39366.07
55715,38539.53
55716,37894.168
55717,38067.992
55718,38284.387
55719,39914.496
55720,40514.984
55721,37408.4
55722,38177.453
55723,39195.97
55724,38101.297
55725,38795.844
55726,39348.367
55727,38999.21
55728,34014.742
55729,39496.367
55730,36949.37
55731,38557.824
55732,38611.53
55733,38092.883
55734,41234.508
55735,39727.484
55736,38431.336
55737,38223.996
55738,37794.664
55739,37867.58
55740,36941.633
55741,37949.734
55742,38944.914
55743,38856.523
55744,38489.074
55745,37705.668
55746,39617.41
55747,39465.703
55748,40597.234
55749,39616.87
55750,38571.297
55751,39526.293
55752,38847.84
55753,39934.207
55754,39263.168
55755,37173.66
55756,38831.055
55757,36063.445
55758,38265.055
55759,38363.98
55760,39053.355
55761,41817.918
55762,38862.445
55763,39207.9
55764,38316.414
55765,37740.58
55766,38070.07
55767,38158.293
55768,41500.047
55769,38586.5
55770,36310.023
55771,37935.926
55772,35486.805
55773,39364.48
55774,37067.895
55775,38928.945
55776,39403.156
55777,34324.73
55778,39349.125
55779,42012.035
55780,39538.41
55781,41214.684
55782,38538.27
55783,32456.81
55784,38840.824
55785,36342.77
55786,38041.938
55787,39008.34
55788,40534.58
55789,38481.773
55790,32556.275
55791,37498.918
55792,38413.234
55793,38672.1
55794,38362.527
55795,39116.457
55796,38373.285
55797,37473.477
55798,39365.293
55799,39238.96
55800,38836.055
55801,36880.18
55802,34626.305
55803,38125.734
55804,39584.58
55805,40344.85
55806,38842.59
55807,38990.67
55808,38107.938
55809,33201.664
55810,37335.92
55811,37191.38
55812,38297.44
55813,37525.312
55814,39610.195
55815,38844.72
55816,42880.363
55817,35871.47
55818,36565.98
55819,39193.68
55820,39421.43
55821,38856.715
55822,39720.316
55823,37056.062
55824,39150.977
55825,39605.91
55826,39993.613
55827,40064.043
55828,38389.01
55829,39414.766
55830,37376.05
55831,38202.93
55832,39858.535
55833,39301.21
55834,36973.805
55835,40359.062
55836,37384.312
55837,37565.82
55838,38339.42
55839,39003.1
55840,39644.812
55841,38192.867
55842,34182.66
55843,38008.297
55844,37849.984
55845,37756.742
55846,38491.64
55847,39553.03
55848,36661.94
55849,38108.336
55850,35935.332
55851,38260.984
55852,38125.316
55853,44368.527
55854,38277.97
55855,39574.28
55856,36986.336
55857,39137.465
55858,42353.406
55859,37408.08
55860,37681.957
55861,38481.766
55862,39484.164
55863,38029.668
55864,40188.69
55865,38991.4
55866,37785.355
55867,49426.594
55868,40865.35
55869,36431.848
55870,35763.945
55871,38809.55
55872,40419.32
55873,34763.625
55874,38141.28
55875,37139.926
55876,39622.305
55877,38742.234
55878,39575.33
55879,39654.77
55880,37656.53
55881,38177.258
55882,32557.17
55883,38402.586
55884,38378.086
55885,37971.566
55886,38926.414
55887,38776.49
55888,38270.496
55889,36646.508
55890,36141.33
55891,39236.906
55892,37688.414
55893,39380.344
55894,38121.547
55895,36537.184
55896,38315.64
55897,38809.6
55898,38265.258
55899,38930.094
55900,37293.22
55901,39537.062
55902,37704.523
55903,39527.832
55904,38243.484
55905,37430.1
55906,36055.402
55907,38000.324
55908,36525.38
55909,38844.53
55910,36404.184
55911,38337.043
55912,38575.785
55913,36986.914
55914,38761.984
55915,39313.586
55916,38722.86
55917,38685.39
55918,38681.438
55919,34191.9
55920,34976.125
55921,36795.31
55922,37138.844
55923,41033.35
55924,38870.36
55925,38405.12
55926,37549.355
55927,39745.51
55928,38248.363
55929,33893.754
55930,38773.69
55931,38162.812
55932,34503.305
55933,39242.95
55934,39023.914
55935,40120.22
55936,37916.64
55937,37916.086
55938,38214.164
55939,38762.92
55940,36884.3
55941,38174.766
55942,38775.543
55943,37994.246
55944,38066.65
55945,37105.383
55946,36373.03
55947,37252.92
55948,38681.875
55949,38026.355
55950,38926.516
55951,36597.445
55952,39746.445
55953,40839.89
55954,37590.914
55955,35743.383
55956,39537.33
55957,38304.266
55958,37716.67
55959,37023.676
55960,39897.43
55961,35958.184
55962,38978.668
55963,38405.586
55964,37151.113
55965,39022.844
55966,29614.473
55967,39518.41
55968,36532.33
55969,39150.88
55970,38072.72
55971,39058.71
55972,38921.11
55973,35636.453
55974,39722.844
55975,38588.688
55976,37249.68
55977,39316.168
55978,40797.79
55979,42732.496
55980,36026.47
55981,34197.207
55982,38165.816
55983,32414.252
55984,41724.16
55985,38005.555
55986,35633.336
55987,38491.41
55988,40341.86
55989,40395.164
55990,36988.047
55991,35923.77
55992,39463.047
55993,39217.688
55994,39380.293
55995,38894.043
55996,37553.28
55997,39690.6
55998,44213.496
55999,37858.6
56000,38688.953
56001,39749.695
56002,39782.207
56003,34352.875
56004,32154.758
56005,39177.96
56006,37843.83
56007,38509.625
56008,38501.715
56009,39588.45
56010,39531.29
56011,38034.613
56012,39354.46
56013,36884.047
56014,39029.258
56015,38759.566
56016,37255.523
56017,37947.062
56018,38958.047
56019,38271.383
56020,37426.41
